262
264
266.5
268.3
271.2
273
275.2
277.5
279.8
282
284
286.2
288.2
290.2
291.8
294.5
296.2
298
300
302.1
304.1
306.5
308.6
310.4
312.3
313.8
315.9
317.9
320.4
322.8
324.9
326.5
329.3
416.5
432.8
435.5
438.2
441
444
446.8
450
452.8
457.3
460.4
463.2
467.8
472.3
560.5
562
565.4
567.5
568.8
570.5
572
574.7
577
479
581.2
583.3
587.3
589.2
591.3
593.2
595.4
597.4
601.5
604.2
605.7
607.8
618.7
620.5
622.7
636
