4.890000000000000000e+02,5.933086000000000304e+00,1.144624999999999915e+01
4.900000000000000000e+02,6.286749999999999616e+00,1.131198000000000015e+01
4.910000000000000000e+02,7.363552999999999571e+00,1.151609000000000016e+01
4.920000000000000000e+02,7.423873999999999640e+00,1.138132000000000055e+01
4.930000000000000000e+02,7.967990000000000350e+00,1.144641000000000020e+01
4.940000000000000000e+02,8.107331000000000287e+00,1.147326999999999941e+01
4.950000000000000000e+02,8.523519999999999541e+00,1.147910000000000075e+01
4.960000000000000000e+02,8.600241000000000469e+00,1.147422000000000075e+01
4.970000000000000000e+02,8.477532000000000068e+00,1.153209000000000017e+01
4.980000000000000000e+02,8.170510999999999413e+00,1.154584000000000010e+01
4.990000000000000000e+02,8.234875999999999863e+00,1.151595000000000013e+01
5.000000000000000000e+02,8.661573999999999884e+00,1.151619999999999955e+01
5.010000000000000000e+02,8.427628000000000341e+00,1.146498000000000062e+01
5.020000000000000000e+02,8.427080000000000126e+00,1.151388999999999996e+01
5.030000000000000000e+02,8.513194999999999624e+00,1.150778999999999996e+01
5.040000000000000000e+02,8.604946999999999235e+00,1.145179000000000080e+01
5.050000000000000000e+02,8.395232000000000028e+00,1.149762999999999913e+01
5.060000000000000000e+02,7.700158000000000058e+00,1.154146000000000072e+01
5.070000000000000000e+02,8.034679999999999822e+00,1.151783000000000001e+01
5.080000000000000000e+02,8.477100999999999331e+00,1.150192999999999977e+01
5.090000000000000000e+02,8.333228999999999331e+00,1.146317999999999948e+01
5.100000000000000000e+02,8.253296000000000632e+00,1.143194000000000088e+01
5.110000000000000000e+02,8.370141000000000275e+00,1.141103000000000023e+01
5.120000000000000000e+02,8.394277000000000655e+00,1.147747999999999990e+01
5.130000000000000000e+02,8.483494000000000312e+00,1.145590999999999937e+01
5.140000000000000000e+02,8.399219000000000435e+00,1.140558000000000050e+01
5.150000000000000000e+02,8.364435999999999538e+00,1.146707999999999927e+01
5.160000000000000000e+02,8.538617000000000345e+00,1.141283999999999921e+01
5.170000000000000000e+02,8.481353000000000364e+00,1.146808000000000050e+01
5.180000000000000000e+02,8.459982000000000113e+00,1.146785999999999994e+01
5.190000000000000000e+02,8.699332999999999316e+00,1.152344000000000079e+01
5.200000000000000000e+02,8.793262999999999607e+00,1.149857000000000085e+01
5.210000000000000000e+02,8.778479000000000809e+00,1.146454999999999913e+01
5.220000000000000000e+02,8.816344000000000847e+00,1.148922999999999917e+01
5.230000000000000000e+02,8.607058999999999571e+00,1.153313999999999950e+01
5.240000000000000000e+02,8.888685000000000613e+00,1.156154000000000082e+01
5.250000000000000000e+02,8.734780000000000655e+00,1.157859000000000016e+01
5.260000000000000000e+02,8.859412000000000731e+00,1.158620999999999945e+01
5.270000000000000000e+02,9.144412000000000873e+00,1.153436999999999912e+01
