318024,0.6074,0.3893,0.4254,0.4124,0.123,-48.748,187.3289
318124,0.6064,0.3895,0.4249,0.4121,0.0669,-49.655,187.3058
318224,0.6059,0.3894,0.425,0.4119,-0.2837,-48.9472,187.6366
318324,0.6058,0.3895,0.4253,0.4115,0.265,-49.8122,187.2201
318424,0.6066,0.3895,0.4251,0.4116,-0.2864,-48.9427,187.6386
318524,0.6081,0.3896,0.4251,0.4114,0.2626,-49.9072,187.222
318624,0.6093,0.3894,0.4254,0.4114,-0.1902,-49.0229,187.5661
318724,0.6108,0.3895,0.4254,0.4118,0.2599,-49.9024,187.224
318824,0.61,0.3895,0.4259,0.4118,-0.1925,-49.018,187.5678
318924,0.6078,0.3894,0.4261,0.4115,0.3746,-49.8973,187.0716
319024,0.6078,0.3896,0.4268,0.4114,-0.2611,-49.044,187.5548
319124,0.6069,0.3894,0.4276,0.4111,0.4885,-49.8925,186.9199
319224,0.6073,0.3895,0.4275,0.4115,-0.3112,-49.0774,187.5278
319324,0.6075,0.3895,0.4273,0.4118,0.3843,-49.8892,186.924
319424,0.6094,0.3895,0.4278,0.4125,-0.2748,-49.0407,187.4249
319524,0.6113,0.3894,0.4286,0.4126,0.3809,-49.8851,186.9266
319624,0.6111,0.3895,0.427,0.4131,-0.2779,-49.0365,187.4272
319724,0.6083,0.3891,0.4268,0.4121,0.2771,-49.8812,186.9304
319824,0.6065,0.3888,0.4259,0.4119,-0.2224,-49.0036,187.3099
319924,0.6064,0.3885,0.4259,0.4118,0.174,-49.8768,186.9337
320024,0.6061,0.3884,0.426,0.4118,-0.1504,-48.9771,187.1801
320124,0.6073,0.3885,0.4264,0.4119,0.172,-49.8717,186.9352
320224,0.6079,0.3884,0.4266,0.4116,-0.2685,-48.9718,187.3346
320324,0.6089,0.3886,0.4269,0.4119,0.2809,-49.8365,186.9175
320424,0.6099,0.3885,0.427,0.412,-0.2712,-48.9673,187.3367
320524,0.611,0.3888,0.4271,0.4123,0.1775,-49.8323,186.921
320624,0.6123,0.3886,0.4264,0.4123,-0.1856,-48.9364,187.1966
320724,0.6114,0.3888,0.4256,0.412,0.1754,-49.8273,186.9226
320824,0.6095,0.3886,0.4253,0.4119,-0.1875,-48.9314,187.198
320924,0.6088,0.3886,0.4263,0.4121,0.1736,-49.9218,186.924
321024,0.6084,0.3883,0.4268,0.4119,-0.1233,-49.0199,187.1496
321124,0.6088,0.3883,0.4264,0.4123,-0.0631,-50.0161,187.2344
321224,0.6106,0.3879,0.4178,0.4069,-0.0868,-48.9016,187.3168
321324,0.6151,0.3873,0.4076,0.4036,0.3711,-49.2117,187.1951
321424,0.6158,0.3874,0.4161,0.3985,-0.8996,-49.8408,188.1618
321524,0.6214,0.388,0.4185,0.3994,0.2736,-49.0095,187.1919
321624,0.6283,0.3895,0.4193,0.3966,-0.533,-49.7637,187.6544
321724,0.633,0.3906,0.4158,0.3981,0.308,-49.0324,187.004
321824,0.6311,0.3906,0.4196,0.3976,-0.5007,-49.8651,187.5434
321924,0.6294,0.3909,0.4196,0.3998,0.2523,-49.1652,186.8944
322024,0.6278,0.3908,0.4221,0.3989,-0.6167,-50.0557,187.556
322124,0.6259,0.391,0.4259,0.3979,0.1517,-49.2335,186.9704
322224,0.627,0.3908,0.4255,0.3975,-0.4965,-50.2515,187.3998
322324,0.6296,0.3913,0.4226,0.397,-0.0879,-49.4784,187.0106
322424,0.6321,0.3916,0.42,0.3961,0.661,-48.6796,186.5101
322524,0.6325,0.3915,0.4215,0.3958,-0.0978,-49.503,187.0836
322624,0.6243,0.3911,0.4455,0.3966,0.6824,-48.8761,186.3515
322724,0.6221,0.3903,0.4583,0.3975,-0.1917,-49.6297,186.9483
322824,0.6201,0.3895,0.4579,0.3984,0.7104,-48.584,186.2774
322924,0.6188,0.3894,0.4564,0.3991,0.1152,-49.4148,186.5205
323024,0.6179,0.3891,0.4529,0.4008,-1.4621,-49.1646,187.6509
323124,0.6189,0.389,0.4485,0.4021,0.1049,-49.5316,186.529
323224,0.62,0.3884,0.4426,0.4043,-0.5725,-48.8816,187.1834
323324,0.6208,0.3876,0.4361,0.4066,0.3082,-49.7702,186.516
323424,0.6225,0.3875,0.4311,0.4103,-0.2843,-49.1293,187.0423
323524,0.6228,0.3878,0.4284,0.4078,0.7777,-50.6206,186.3829
323624,0.6179,0.3876,0.4274,0.4083,0.224,-49.8571,186.8077
323724,0.6168,0.3876,0.4274,0.4024,-0.2047,-48.7684,187.1333
323824,0.6171,0.3874,0.428,0.4008,-0.0118,-49.2694,186.912
323924,0.6165,0.3874,0.4294,0.4039,-0.0278,-50.0769,186.8488
324024,0.6161,0.3874,0.4289,0.4043,-0.0902,-49.163,186.8192
324124,0.6168,0.3874,0.4291,0.4043,0.2559,-50.0541,186.5556
324224,0.618,0.3874,0.4286,0.4059,-0.0921,-49.1579,186.8206
324324,0.6185,0.3875,0.428,0.4081,0.2564,-50.546,186.5547
324424,0.6163,0.388,0.4286,0.4039,0.0542,-50.5465,186.7083
324524,0.6163,0.3883,0.4293,0.4066,-0.1088,-49.837,186.8973
324624,0.6158,0.3881,0.4298,0.4046,0.2295,-48.7275,186.5758
324724,0.6153,0.3881,0.4273,0.4064,-0.0787,-49.5256,186.8091
324824,0.6153,0.3879,0.4261,0.4053,0.4542,-48.6511,186.4064
324924,0.6155,0.3879,0.4265,0.4034,-0.0758,-49.5211,186.8069
325024,0.6163,0.388,0.4265,0.4031,0.4565,-48.6464,186.4046
325124,0.617,0.388,0.4261,0.4029,-0.0729,-49.5165,186.8047
325224,0.6181,0.3881,0.4258,0.4026,0.3438,-48.6423,186.5551
325324,0.619,0.3883,0.4258,0.4025,-0.0609,-49.5301,186.8609
325424,0.62,0.3884,0.4258,0.4026,0.3458,-48.6373,186.5536
325524,0.621,0.3883,0.4263,0.4025,-0.1743,-49.5252,187.0123
325624,0.6221,0.3886,0.4255,0.4033,0.7418,-48.8762,186.2425
325724,0.62,0.3885,0.4251,0.4026,-0.5058,-49.6081,187.0377
