Timestamp (ms)	Yaw (degree)	Pitch (degree)	Roll (degree)
120.30601501464844	179.99	0.07	0.07
129.28080558776855	179.97	0.14	0.14
138.25440406799316	179.96	0.2	0.21
149.22595024108887	179.94	0.27	0.28
159.19899940490723	179.92	0.33	0.36
169.17181015014648	179.9	0.4	0.42
180.1431179046631	179.89	0.47	0.49
189.1188621520996	179.87	0.55	0.55
199.2473602294922	179.86	0.63	0.61
209.06496047973633	179.84	0.71	0.68
219.0392017364502	179.82	0.79	0.75
229.2790412902832	179.8	0.87	0.82
240.2491569519043	179.78	0.95	0.89
250.2305507659912	179.76	1.04	0.97
260.27917861938477	179.74	1.12	1.04
270.1699733734131	179.72	1.21	1.1
280.1797389984131	179.71	1.3	1.17
290.1196479797363	179.69	1.4	1.23
300.0929355621338	179.68	1.49	1.28
309.0653419494629	179.68	1.59	1.34
320.0366497039795	179.67	1.69	1.39
330.0929069519043	179.66	1.79	1.45
339.07032012939453	179.65	1.89	1.5
349.0431308746338	179.64	2.0	1.56
360.05187034606934	179.64	2.11	1.61
370.0246810913086	179.64	2.22	1.67
379.96554374694824	179.63	2.33	1.72
389.9340629577637	179.63	2.44	1.78
400.20751953125	179.63	2.56	1.83
410.4270935058594	179.64	2.67	1.89
419.85487937927246	179.64	2.79	1.95
429.8841953277588	179.64	2.9	2.01
439.8007392883301	179.64	3.02	2.06
449.7795104980469	179.65	3.14	2.11
459.92588996887207	179.65	3.26	2.15
470.7186222076416	179.66	3.39	2.2
479.82311248779297	179.81	3.5	2.26
489.69221115112305	179.97	3.62	2.32
500.6396770477295	179.98	3.74	2.37
509.8135471343994	179.99	3.85	2.42
518.5918807983398	180.0	3.97	2.46
529.7427177429199	180.01	4.09	2.51
540.2836799621582	180.03	4.21	2.55
550.2269268035889	180.04	4.34	2.6
560.1949691772461	180.05	4.45	2.64
570.2371597290039	180.06	4.57	2.69
579.4892311096191	180.07	4.68	2.75
590.1157855987549	180.08	4.79	2.8
600.0890731811523	180.09	4.89	2.85
610.0614070892334	180.09	5.0	2.9
620.0366020202637	180.09	5.1	2.94
629.5404434204102	180.08	5.2	3.0
639.514684677124	180.07	5.29	3.07
649.489164352417	180.06	5.4	3.13
659.4595909118652	180.07	5.5	3.19
668.4362888336182	180.08	5.6	3.24
679.4066429138184	180.1	5.7	3.29
689.3794536590576	180.11	5.8	3.34
700.3545761108398	180.12	5.91	3.39
709.3260288238525	180.12	6.01	3.46
719.4013595581055	180.11	6.12	3.53
729.2726039886475	180.11	6.22	3.59
740.1838302612305	180.12	6.31	3.66
748.6789226531982	180.12	6.4	3.73
759.627103805542	180.12	6.49	3.8
768.7230110168457	180.12	6.59	3.86
779.7813415527344	180.13	6.69	3.91
790.0080680847168	180.13	6.81	3.96
800.6336688995361	180.13	6.93	4.0
810.0490570068359	180.14	7.04	4.03
819.5858001708984	180.15	7.15	4.08
829.5564651489258	180.15	7.25	4.15
839.5287990570068	180.15	7.34	4.22
849.5023250579834	180.16	7.44	4.3
859.4751358032227	180.18	7.54	4.36
868.5121536254883	180.2	7.66	4.41
879.4217109680176	180.23	7.78	4.45
