Timestamp (ms)	Yaw (degree)	Pitch (degree)	Roll (degree)
9.033918380737305	154.65	18.3	-52.12
19.94776725769043	154.65	18.4	-52.11
28.922080993652344	154.65	18.5	-52.13
39.89362716674805	154.63	18.57	-52.2
49.86882209777832	154.66	18.52	-52.14
59.866905212402344	154.68	18.46	-52.07
69.81706619262695	154.7	18.41	-51.99
79.7877311706543	154.71	18.31	-51.95
89.76030349731445	154.67	18.24	-52.01
99.73478317260742	154.63	18.27	-52.11
109.96508598327637	154.63	18.38	-52.12
118.68453025817871	154.63	18.48	-52.12
129.65726852416992	154.62	18.55	-52.2
139.6479606628418	154.63	18.43	-52.19
149.60193634033203	154.61	18.32	-52.14
159.90233421325684	154.57	18.2	-52.13
169.54636573791504	154.53	18.19	-52.24
179.5201301574707	154.53	18.31	-52.25
189.49294090270996	154.54	18.4	-52.2
200.09708404541016	154.54	18.5	-52.17
210.06274223327637	154.53	18.59	-52.17
220.03912925720215	154.49	18.48	-52.22
230.0090789794922	154.45	18.38	-52.29
239.98332023620605	154.43	18.27	-52.34
249.95756149291992	154.44	18.26	-52.25
260.26034355163574	154.44	18.36	-52.23
268.9054012298584	154.4	18.42	-52.3
279.90007400512695	154.36	18.45	-52.38
289.8547649383545	154.32	18.41	-52.48
299.82471466064453	154.34	18.45	-52.4
310.24980545043945	154.35	18.36	-52.35
320.10746002197266	154.36	18.28	-52.29
330.4929733276367	154.36	18.38	-52.27
339.510440826416	154.37	18.46	-52.21
350.56185722351074	154.34	18.55	-52.25
360.4550361633301	154.35	18.46	-52.2
370.49269676208496	154.34	18.36	-52.17
379.37140464782715	154.32	18.25	-52.2
390.34175872802734	154.28	18.22	-52.29
399.385929107666	154.24	18.21	-52.38
409.48486328125	154.2	18.19	-52.48
419.5408821105957	154.2	18.3	-52.46
429.734468460083	154.22	18.36	-52.38
439.40258026123047	154.2	18.45	-52.42
449.25379753112793	154.21	18.54	-52.38
459.2249393463135	154.22	18.65	-52.36
468.57666969299316	154.21	18.54	-52.39
479.6915054321289	154.22	18.43	-52.36
489.14456367492676	154.23	18.34	-52.32
499.528169631958	154.24	18.24	-52.28
509.5033645629883	154.24	18.13	-52.27
519.5815563201904	154.24	18.23	-52.26
529.8092365264893	154.25	18.32	-52.22
540.4582023620605	154.26	18.43	-52.22
549.4880676269531	154.25	18.53	-52.23
560.5149269104004	154.25	18.63	-52.23
570.0185298919678	154.24	18.72	-52.27
580.4722309112549	154.23	18.61	-52.3
589.6584987640381	154.21	18.5	-52.32
600.4593372344971	154.19	18.39	-52.34
609.7514629364014	154.18	18.28	-52.35
619.4076538085938	154.18	18.39	-52.34
630.3784847259521	154.18	18.49	-52.32
640.3779983520508	154.2	18.56	-52.25
648.9932537078857	154.22	18.63	-52.19
659.3000888824463	154.24	18.62	-52.1
669.273853302002	154.25	18.55	-52.04
679.5926094055176	154.24	18.44	-52.06
689.2223358154297	154.21	18.35	-52.12
700.5720138549805	154.17	18.36	-52.21
709.5482349395752	154.15	18.43	-52.27
719.5706367492676	154.13	18.51	-52.32
729.7425270080566	154.1	18.56	-52.4
739.4664287567139	154.08	18.65	-52.43
750.443696975708	154.1	18.61	-52.35
759.5176696777344	154.11	18.55	-52.27
770.3847885131836	154.12	18.46	-52.22
779.9510955810547	154.08	18.48	-52.31
790.3928756713867	154.08	18.59	-52.34
799.555778503418	154.1	18.69	-52.31
809.5264434814453	154.09	18.6	-52.27
819.500207901001	154.05	18.52	-52.35
829.4756412506104	154.01	18.44	-52.44
840.0051593780518	154.03	18.52	-52.38
850.4724502563477	154.05	18.51	-52.3
859.9414825439453	154.05	18.44	-52.22
869.8959350585938	154.02	18.33	-52.17
879.8716068267822	153.97	18.37	-52.24
890.1057243347168	153.96	18.48	-52.26
900.439977645874	153.97	18.58	-52.23
909.8644256591797	153.99	18.66	-52.17
919.8873043060303	154.01	18.72	-52.09
929.6848773956299	153.98	18.61	-52.13
940.0737285614014	153.95	18.51	-52.18
950.305700302124	153.93	18.41	-52.23
960.3946208953857	153.91	18.3	-52.27
970.2515602111816	153.88	18.21	-52.34
979.2308807373047	153.89	18.3	-52.28
990.1981353759766	153.91	18.39	-52.22
999.5663166046143	153.93	18.47	-52.17
1009.5372200012207	153.94	18.57	-52.14
1019.5081233978271	153.96	18.66	-52.08
1029.4830799102783	153.97	18.57	-52.02
1040.452480316162	153.95	18.47	-52.04
1050.5216121673584	153.9	18.42	-52.12
1060.4147911071777	153.87	18.44	-52.22
1070.1959133148193	153.86	18.53	-52.24
1079.3485641479492	153.85	18.63	-52.26
1089.3239974975586	153.86	18.73	-52.29
1100.334644317627	153.9	18.7	-52.2
1109.300136566162	153.88	18.58	-52.16
1120.2404499053955	153.85	18.46	-52.16
1130.2123069763184	153.82	18.36	-52.23
1140.186071395874	153.83	18.46	-52.19
1150.618076324463	153.84	18.56	-52.0
1159.1718196868896	153.83	18.66	-51.95
1169.1086292266846	153.81	18.75	-51.96
1178.083896636963	153.79	18.84	-51.97
1189.1999244689941	153.75	18.75	-52.05
1200.0293731689453	153.72	18.65	-52.13
1209.0013027191162	153.69	18.56	-52.2
1218.9743518829346	153.65	18.52	-52.28
1229.4907569885254	153.62	18.6	-52.31
1239.2182350158691	153.64	18.64	-52.22
1249.2718696594238	153.61	18.53	-52.27
1259.4735622406006	153.61	18.41	-52.24
1269.4506645202637	153.62	18.33	-52.18
1279.4241905212402	153.63	18.24	-52.12
1289.3970012664795	153.6	18.28	-52.2
1299.3714809417725	153.61	18.38	-52.18
1309.3454837799072	153.6	18.47	-52.18
1319.4892406463623	153.57	18.53	-52.25
1328.7267684936523	153.58	18.48	-52.16
1339.2860889434814	153.6	18.44	-52.07
1349.2381572723389	153.63	18.44	-51.97
1358.8838577270508	153.59	18.44	-52.06
1369.1487312316895	153.57	18.33	-52.06
1379.1275024414062	153.56	18.21	-52.05
1389.50514793396	153.54	18.11	-52.1
1399.0747928619385	153.51	18.18	-52.16
