Timestamp (ms)	Yaw (degree)	Pitch (degree)	Roll (degree)
10.442972183227539	289.92	22.72	-50.03
21.667003631591797	289.89	22.63	-50.08
30.643224716186523	289.86	22.71	-50.11
41.75448417663574	289.84	22.6	-50.13
51.67818069458008	289.87	22.58	-50.04
61.6300106048584	289.9	22.6	-49.95
71.60305976867676	289.85	22.56	-50.05
82.09395408630371	289.8	22.55	-50.15
91.67742729187012	289.75	22.58	-50.25
102.5228500366211	289.74	22.68	-50.22
112.49423027038574	289.76	22.73	-50.14
121.50430679321289	289.78	22.76	-50.05
131.55341148376465	289.77	22.66	-50.03
142.06409454345703	289.73	22.54	-50.08
153.03444862365723	289.67	22.43	-50.13
162.00876235961914	289.61	22.36	-50.24
172.97959327697754	289.61	22.45	-50.21
180.95946311950684	289.61	22.54	-50.17
191.93029403686523	289.64	22.62	-50.12
202.52323150634766	289.66	22.65	-50.03
211.36713027954102	289.68	22.69	-49.93
221.6055393218994	289.67	22.58	-49.92
232.39850997924805	289.64	22.47	-49.94
242.05327033996582	289.61	22.41	-50.02
252.0582675933838	289.57	22.4	-50.12
262.2344493865967	289.53	22.42	-50.21
271.97265625	289.52	22.51	-50.27
281.94713592529297	289.52	22.6	-50.25
292.208194732666	289.54	22.67	-50.19
301.99742317199707	289.57	22.73	-50.12
312.20102310180664	289.6	22.68	-50.04
321.8414783477783	289.61	22.59	-50.0
331.81095123291016	289.58	22.52	-50.06
341.25423431396484	289.54	22.52	-50.16
352.2312641143799	289.5	22.58	-50.25
360.4724407196045	289.48	22.68	-50.28
372.1778392791748	289.53	22.77	-50.22
382.30180740356445	289.57	22.72	-50.17
392.1241760253906	289.56	22.6	-50.18
402.27317810058594	289.52	22.49	-50.21
412.2285842895508	289.47	22.41	-50.3
422.0724105834961	289.44	22.49	-50.37
432.0178031921387	289.45	22.6	-50.36
441.52235984802246	289.47	22.7	-50.35
452.481746673584	289.48	22.79	-50.33
462.45527267456055	289.49	22.87	-50.3
472.0749855041504	289.49	22.95	-50.26
481.4038276672363	289.5	22.86	-50.21
492.40851402282715	289.5	22.77	-50.17
502.3674964904785	289.47	22.68	-50.21
511.5058422088623	289.43	22.64	-50.3
522.3140716552734	289.39	22.7	-50.37
532.3030948638916	289.35	22.78	-50.41
541.2421226501465	289.32	22.88	-50.41
552.2243976593018	289.34	22.85	-50.33
561.1882209777832	289.36	22.83	-50.24
572.2906589508057	289.34	22.73	-50.28
582.2198390960693	289.29	22.66	-50.35
592.1087265014648	289.24	22.59	-50.43
602.3578643798828	289.26	22.66	-50.35
612.4560832977295	289.28	22.74	-50.27
622.2388744354248	289.3	22.83	-50.2
632.4288845062256	289.27	22.73	-50.27
641.8650150299072	289.29	22.8	-50.19
652.4481773376465	289.25	22.77	-50.29
662.3280048370361	289.27	22.73	-50.19
672.3010540008545	289.23	22.7	-50.28
682.3112964630127	289.24	22.8	-50.22
692.2762393951416	289.25	22.89	-50.17
701.2228965759277	289.2	22.86	-50.27
712.1925354003906	289.19	22.75	-50.27
722.5954532623291	289.2	22.84	-50.21
731.7295074462891	289.2	22.73	-50.19
741.525411605835	289.2	22.63	-50.17
751.4150142669678	289.18	22.53	-50.21
761.5642547607422	289.15	22.59	-50.28
771.6169357299805	289.12	22.63	-50.36
