0.000000000000000000e+00,0.000000000000000000e+00,4.565000000000000169e-01,2.700000000000000178e-01,4.148999999999999910e-01,3.644999999999999907e-01,1.723110000000000142e+01,-7.073850000000000193e+01,3.300341000000000236e+02
1.000000000000000000e+00,1.666798952297801506e+01,4.565866810771694317e-01,2.698852543962950712e-01,4.151081298943679609e-01,3.644195969099789933e-01,1.923958264086554948e+01,-7.054620027048862596e+01,3.280977616206973835e+02
2.000000000000000000e+00,3.333597904595603012e+01,4.566109233228151099e-01,2.698240103052185757e-01,4.153077919404585261e-01,3.643254686553787924e-01,2.052863151816385212e+01,-7.042227741762287963e+01,3.268416152282271696e+02
3.000000000000000000e+00,5.000396856893404163e+01,4.565835486026472156e-01,2.698055664050714175e-01,4.154929001158133017e-01,3.642220276205907492e-01,2.120448196891999970e+01,-7.035673014132792957e+01,3.261658319998819024e+02
4.000000000000000000e+00,6.667195809191206024e+01,4.565153787823758580e-01,2.698192213741543721e-01,4.156573683979739031e-01,3.641136861900062249e-01,2.137336933015910034e+01,-7.033955714152888561e+01,3.259705831129538751e+02
5.000000000000000000e+00,8.333994761489007885e+01,4.564172357277114234e-01,2.698542738907681593e-01,4.157951107644820010e-01,3.640048567480165809e-01,2.114152893890624085e+01,-7.036075711815090017e+01,3.261560397447356081e+02
6.000000000000000000e+00,1.000079371378680833e+02,4.562999413043640762e-01,2.699000226332137764e-01,4.159000411928792107e-01,3.638999516790130673e-01,2.061519613218651514e+01,-7.041032877111913990e+01,3.266223730725195651e+02
7.000000000000000000e+00,1.166759266608461019e+02,4.561743173780438698e-01,2.699457662797918878e-01,4.159660736607071474e-01,3.638033833673872119e-01,1.990060624702503489e+01,-7.047827080035868619e+01,3.272697542735982097e+02
8.000000000000000000e+00,1.333439161838241205e+02,4.560511858144611907e-01,2.699808035088032687e-01,4.159871221455074819e-01,3.637195641975302096e-01,1.910399462044689400e+01,-7.055458190579470568e+01,3.279983545252640056e+02
9.000000000000000000e+00,1.500119057068021391e+02,4.559413684793260924e-01,2.699944329985488611e-01,4.159571006248217739e-01,3.636529065538335326e-01,1.833159658947718640e+01,-7.062926078735235080e+01,3.287083450048093027e+02
