0.0000000000,0.0000000000,0.4565000000,0.2700000000,0.4149000000,0.3645000000,17.2311000000,109.2615000000,0.0000017140
1.0000000000,16.6679895230,0.4565866811,0.2698852544,0.4151081299,0.3644195969,19.2395826409,109.4537997295,-1.9148681475
2.0000000000,33.3359790460,0.4566109233,0.2698240103,0.4153077919,0.3643254687,20.5286315182,109.5777225824,-3.1498215712
3.0000000000,50.0039685689,0.4565835486,0.2698055664,0.4154929001,0.3642220276,21.2044819689,109.6432698587,-3.8048863501
4.0000000000,66.6719580919,0.4565153788,0.2698192214,0.4156573684,0.3641136862,21.3733693302,109.6604428585,-3.9799986987
5.0000000000,83.3399476149,0.4564172357,0.2698542739,0.4157951108,0.3640048567,21.1415289389,109.6392428818,-3.7750190355
6.0000000000,100.0079371379,0.4562999413,0.2699000226,0.4159000412,0.3638999517,20.6151961322,109.5896712289,-3.2897477534
7.0000000000,116.6759266608,0.4561743174,0.2699457663,0.4159660737,0.3638033834,19.9006062470,109.5217291996,-2.6239409803
8.0000000000,133.3439161838,0.4560511858,0.2699808035,0.4159871221,0.3637195642,19.1039946204,109.4454180942,-1.8773263334
9.0000000000,150.0119057068,0.4559413685,0.2699944330,0.4159571006,0.3636529066,18.3315965895,109.3707392126,-1.1496186684
10.0000000000,166.6798952298,0.4558556872,0.2699759534,0.4158699231,0.3636078228,17.6896474911,109.3076938550,-0.5405358267
11.0000000000,183.3478847528,0.4558049640,0.2699146635,0.4157195035,0.3635887254,17.2843826625,109.2662833215,-0.1498143837
12.0000000000,200.0158742757,0.4558000205,0.2697998618,0.4154997558,0.3636000266,17.2220374404,109.2565089120,-0.0772253988
13.0000000000,216.6838637987,0.4558468631,0.2696283283,0.4152120907,0.3636440359,17.5637032184,109.2842226903,-0.3803813089
14.0000000000,233.3518533217,0.4559322903,0.2694266819,0.4148878196,0.3637146746,18.1904108089,109.3387271264,-0.9486001321
15.0000000000,250.0198428447,0.4560383126,0.2692289801,0.4145657079,0.3638037728,18.9383043105,109.4051990962,-1.6292733884
16.0000000000,266.6878323676,0.4561469402,0.2690692806,0.4142845212,0.3639031610,19.6435278219,109.4688154758,-2.2698103570
17.0000000000,283.3558218906,0.4562401836,0.2689816408,0.4140830249,0.3640046694,20.1422254417,109.5147531411,-2.7176139785
18.0000000000,300.0238114136,0.4563000532,0.2690001183,0.4139999843,0.3641001282,20.2705412685,109.5281889681,-2.8200567565
19.0000000000,316.6918009366,0.4563138976,0.2691464755,0.4140608778,0.3641832809,19.9225942271,109.4994809153,-2.4786661145
20.0000000000,333.3597904596,0.4562903272,0.2693935055,0.4142382625,0.3642554913,19.2234108206,109.4396226431,-1.8108099125
21.0000000000,350.0277799825,0.4562432452,0.2697018109,0.4144915219,0.3643200199,18.3554975749,109.3647446751,-0.9875512478
22.0000000000,366.6957695055,0.4561865548,0.2700319946,0.4147800394,0.3643801272,17.5013610159,109.2909775348,-0.1799286760
23.0000000000,383.3637590285,0.4561341590,0.2703446594,0.4150631984,0.3644390738,16.8435076695,109.2344517459,0.4410167780
