Timestamp (ms)	Yaw (degree)	Pitch (degree)	Roll (degree)
3.6389827728271484	353.0	43.45	16.57
13.257265090942383	352.88	43.45	16.44
23.187875747680664	352.76	43.46	16.29
34.116268157958984	352.65	43.48	16.15
43.164730072021484	352.57	43.56	16.02
54.13484573364258	352.59	43.68	16.01
64.03732299804688	352.67	43.78	16.1
74.01013374328613	352.78	43.84	16.23
83.99605751037598	352.9	43.85	16.38
94.69389915466309	352.98	43.82	16.52
103.93095016479492	353.01	43.74	16.59
113.68346214294434	352.89	43.71	16.47
124.50599670410156	352.78	43.73	16.33
133.47244262695312	352.67	43.78	16.19
143.44549179077148	352.6	43.84	16.06
154.4198989868164	352.74	43.83	16.21
163.3927822113037	352.86	43.81	16.36
174.36456680297852	352.97	43.79	16.49
183.34031105041504	353.05	43.77	16.65
193.3121681213379	353.11	43.73	16.74
204.2865753173828	353.12	43.65	16.84
213.85765075683594	353.0	43.59	16.73
223.7987518310547	352.88	43.54	16.6
233.77275466918945	352.76	43.51	16.46
242.74778366088867	352.67	43.47	16.34
253.73291969299316	352.63	43.41	16.26
263.6911869049072	352.72	43.36	16.36
273.6647129058838	352.84	43.36	16.5
283.63895416259766	352.95	43.36	16.64
293.6108112335205	353.05	43.36	16.78
303.586483001709	353.12	43.34	16.91
314.5601749420166	353.17	43.29	17.02
323.5321044921875	353.12	43.22	16.97
332.5073719024658	353.08	43.15	16.93
343.4774875640869	353.0	43.24	16.82
353.49130630493164	352.91	43.32	16.69
363.42501640319824	353.0	43.26	16.8
373.3978271484375	353.1	43.25	16.94
384.37438011169434	353.19	43.22	17.08
394.3474292755127	353.27	43.26	17.2
403.3188819885254	353.16	43.25	17.06
414.19219970703125	353.09	43.2	16.96
424.1657257080078	353.02	43.15	16.86
434.6632957458496	352.94	43.11	16.75
444.1101551055908	352.92	43.03	16.72
454.0438652038574	353.02	43.03	16.86
464.22338485717773	353.02	43.13	16.85
474.71117973327637	353.04	43.22	16.89
482.85603523254395	353.14	43.17	17.02
493.84593963623047	353.11	43.09	16.99
504.0926933288574	353.08	43.18	16.95
512.6354694366455	353.06	43.28	16.91
523.6072540283203	353.03	43.2	16.86
533.9205265045166	353.04	43.12	16.84
543.60032081604	353.08	43.04	16.88
553.5259246826172	353.15	42.97	16.94
563.5018348693848	353.22	42.91	17.02
573.4727382659912	353.32	42.87	17.15
583.4448337554932	353.44	42.89	17.31
593.4219360351562	353.49	42.82	17.38
603.3940315246582	353.51	42.75	17.4
613.3651733398438	353.51	42.69	17.4
623.3389377593994	353.5	42.64	17.38
633.9023113250732	353.47	42.6	17.36
643.2845592498779	353.41	42.6	17.3
654.2584896087646	353.39	42.63	17.25
662.2343063354492	353.34	42.69	17.17
673.2056140899658	353.41	42.78	17.13
683.1843852996826	353.54	42.86	17.09
693.1524276733398	353.72	43.03	17.09
704.1285037994385	354.02	43.21	17.26
713.9053344726562	354.34	43.35	17.46
723.6454486846924	354.63	43.58	17.66
734.7352504730225	354.86	43.85	17.81
743.6478137969971	355.05	44.13	17.93
754.6279430389404	355.21	44.35	18.04
764.538049697876	355.37	44.54	18.16
773.512601852417	355.53	44.67	18.33
784.5215797424316	355.68	44.78	18.49
794.456958770752	355.81	44.87	18.65
805.4485321044922	355.93	44.97	18.8
814.0037059783936	356.04	45.07	18.93
823.9820003509521	356.14	45.18	19.05
834.1569900512695	356.25	45.28	19.16
843.9536094665527	356.37	45.37	19.3
854.0627956390381	356.38	45.49	19.3
863.0344867706299	356.39	45.59	19.29
874.0098476409912	356.45	45.62	19.39
883.981466293335	356.5	45.62	19.51
893.9523696899414	356.52	45.59	19.63
903.9311408996582	356.5	45.52	19.68
913.9022827148438	356.31	45.52	19.5
923.8722324371338	356.12	45.55	19.31
933.8443279266357	355.95	45.58	19.12
943.8188076019287	355.8	45.58	18.95
954.8318386077881	355.68	45.56	18.79
963.8705253601074	355.57	45.54	18.64
975.7349491119385	355.45	45.54	18.48
984.7099781036377	355.35	45.59	18.32
993.8492774963379	355.41	45.52	18.39
1004.6591758728027	355.47	45.43	18.45
1013.2367610931396	355.53	45.35	18.51
1024.2085456848145	355.57	45.28	18.61
1045.151710510254	355.65	45.26	18.75
1054.1269779205322	355.55	45.45	18.62
1063.1020069122314	355.57	45.54	18.63
1073.0762481689453	355.66	45.59	18.73
1083.0492973327637	355.75	45.6	18.86
1093.0225849151611	355.84	45.61	18.98
1102.9958724975586	355.88	45.67	19.07
1113.5003566741943	355.74	45.73	18.91
1123.4865188598633	355.58	45.77	18.74
1133.4469318389893	355.43	45.79	18.56
1144.0017223358154	355.3	45.78	18.4
1153.5117626190186	355.18	45.75	18.24
1164.362907409668	355.07	45.74	18.08
1173.3388900756836	354.95	45.8	17.92
1184.314489364624	354.92	45.9	17.88
1193.2873725891113	354.93	45.99	17.9
1203.9158344268799	354.97	46.04	17.98
1212.2230529785156	355.04	46.07	18.1
1223.1450080871582	354.97	45.99	18.01
1233.9158058166504	354.87	45.92	17.9
1243.9944744110107	354.74	45.89	17.75
1253.8526058197021	354.59	45.89	17.57
1263.824701309204	354.43	45.91	17.4
1274.129867553711	354.29	45.95	17.22
1283.8480472564697	354.15	46.0	17.05
1293.7443256378174	354.03	46.05	16.88
1304.7268390655518	353.97	46.15	16.79
1314.6886825561523	354.02	46.23	16.84
1323.7206935882568	354.13	46.25	16.98
1333.6372375488281	354.23	46.21	17.11
1343.6987400054932	354.32	46.15	17.23
1355.0591468811035	354.4	46.1	17.34
1363.5573387145996	354.48	46.04	17.45
1373.530626296997	354.48	45.96	17.47
1383.5053443908691	354.33	46.02	17.31
1392.5070762634277	354.19	46.08	17.14
1404.4525623321533	354.09	46.05	17.03
1414.135217666626	353.97	46.07	16.88
1424.0169525146484	353.88	46.2	16.75
1434.133529663086	353.84	46.33	16.67
1443.9630508422852	353.82	46.43	16.61
1454.9930095672607	353.87	46.5	16.64
1464.0922546386719	353.99	46.48	16.78
1473.884105682373	354.07	46.44	16.92
1484.3339920043945	354.13	46.41	17.04
1494.8604106903076	354.13	46.48	17.11
1504.8003196716309	353.99	46.57	17.0
1513.9098167419434	353.82	46.63	16.83
1523.8852500915527	353.65	46.65	16.64
1533.8823795318604	353.52	46.61	16.48
1543.0238246917725	353.42	46.53	16.37
1554.800033569336	353.37	46.46	16.29
1564.2573833465576	353.44	46.51	16.39
1573.749303817749	353.5	46.52	16.51
1583.7256908416748	353.55	46.49	16.62
1593.6956405639648	353.4	46.56	16.46
1604.6762466430664	353.21	46.6	16.28
1613.6422157287598	353.03	46.6	16.1
1623.6164569854736	352.88	46.57	15.94
1634.5868110656738	352.76	46.54	15.79
1643.5649394989014	352.66	46.53	15.63
1654.5894145965576	352.56	46.58	15.47
1664.5100116729736	352.59	46.7	15.48
1673.482894897461	352.67	46.79	15.57
1685.0147247314453	352.78	46.82	15.71
1693.221092224121	352.87	46.8	15.86
1704.695701599121	352.92	46.72	15.96
1714.6053314208984	352.87	46.65	15.91
1724.5514392852783	352.82	46.75	15.84
1734.5728874206543	352.86	46.83	15.87
1742.5017356872559	352.89	46.92	15.9
1755.4676532745361	353.0	46.87	16.05
1763.4491920471191	353.09	46.83	16.18
1773.4205722808838	353.16	46.78	16.3
1784.5590114593506	353.18	46.71	16.38
1794.3809032440186	353.1	46.63	16.34
1805.3350448608398	352.92	46.67	16.15
1813.979148864746	352.74	46.71	15.97
1823.887825012207	352.59	46.73	15.8
1833.8613510131836	352.46	46.73	15.63
1844.198226928711	352.36	46.71	15.48
1853.809118270874	352.32	46.65	15.4
1863.8129234313965	352.43	46.61	15.52
1873.8231658935547	352.55	46.62	15.67
1883.8565349578857	352.66	46.64	15.82
1893.2878971099854	352.76	46.68	15.96
1904.6778678894043	352.82	46.72	16.08
1914.0336513519287	352.8	46.81	16.09
1922.6272106170654	352.78	46.89	16.11
