Timestamp (ms)	Yaw (degree)	Pitch (degree)	Roll (degree)
10.665178298950195	305.04	18.3	35.56
20.8740234375	305.01	18.22	35.5
30.66730499267578	304.98	18.14	35.45
41.04256629943848	304.94	18.19	35.34
51.01656913757324	304.91	18.3	35.3
61.07616424560547	304.86	18.33	35.2
70.98150253295898	304.81	18.34	35.1
81.93564414978027	304.76	18.33	35.0
91.90726280212402	304.73	18.3	34.92
101.88055038452148	304.74	18.2	34.93
111.85860633850098	304.79	18.18	35.03
121.8271255493164	304.83	18.14	35.12
131.80136680603027	304.87	18.12	35.21
140.81811904907227	304.89	18.09	35.31
151.7477035522461	304.9	18.15	35.4
161.72432899475098	304.9	18.23	35.46
171.70381546020508	304.89	18.33	35.48
181.66780471801758	304.87	18.24	35.46
191.64419174194336	304.86	18.14	35.46
202.01349258422852	304.87	18.04	35.48
211.1818790435791	304.89	17.95	35.53
222.15604782104492	304.92	17.88	35.6
232.13672637939453	304.95	17.83	35.7
242.09952354431152	304.97	17.81	35.79
252.0773410797119	304.93	17.92	35.76
262.12024688720703	304.87	17.95	35.66
272.0198631286621	304.82	17.95	35.56
281.0707092285156	304.77	17.95	35.46
290.973424911499	304.73	17.94	35.36
301.9397258758545	304.71	17.92	35.27
311.91539764404297	304.76	17.87	35.35
321.08378410339355	304.8	17.81	35.43
332.86547660827637	304.84	17.8	35.52
341.83502197265625	304.87	17.78	35.62
351.81307792663574	304.89	17.83	35.71
361.7827892303467	304.89	17.94	35.75
372.3323345184326	304.86	18.06	35.71
381.7262649536133	304.82	18.11	35.62
391.73388481140137	304.78	18.1	35.52
401.7033576965332	304.76	18.07	35.44
411.8988513946533	304.74	18.05	35.35
422.2748279571533	304.72	18.01	35.27
431.79917335510254	304.76	17.93	35.33
441.7726993560791	304.81	17.91	35.43
451.74455642700195	304.86	17.94	35.52
461.7180824279785	304.88	17.98	35.61
470.69358825683594	304.91	18.02	35.7
481.66608810424805	304.92	18.0	35.8
491.63818359375	304.88	17.95	35.72
501.61170959472656	304.85	17.9	35.64
511.584997177124	304.83	17.86	35.56
521.5587615966797	304.82	17.79	35.52
531.5322875976562	304.81	17.85	35.38
541.5046215057373	304.84	17.85	35.51
552.9251098632812	304.89	17.85	35.57
561.4516735076904	304.91	17.83	35.67
571.425199508667	304.93	17.89	35.78
581.4015865325928	304.89	17.96	35.68
591.3712978363037	304.84	17.99	35.59
601.1884212493896	304.81	17.98	35.5
610.8615398406982	304.79	17.96	35.39
620.8064556121826	304.81	17.88	35.46
630.7811737060547	304.86	17.92	35.54
640.7532691955566	304.9	17.95	35.62
650.7260799407959	304.92	17.94	35.72
660.7565879821777	304.94	17.95	35.81
671.0679531097412	304.94	17.94	35.91
680.8719635009766	304.89	17.94	35.81
691.3051605224609	304.84	17.92	35.72
701.0989189147949	304.79	17.9	35.63
710.5636596679688	304.76	17.87	35.54
720.5526828765869	304.73	17.87	35.45
730.5150032043457	304.71	17.88	35.35
741.5268421173096	304.7	17.87	35.25
751.4557838439941	304.75	17.92	35.34
761.8637084960938	304.8	17.98	35.43
771.4848518371582	304.84	18.01	35.53
781.3780307769775	304.89	18.0	35.63
791.5618419647217	304.93	18.0	35.73
801.3224601745605	304.96	18.07	35.81
811.3691806793213	304.97	18.0	35.77
820.3082084655762	304.99	17.92	35.8
832.240104675293	305.02	17.84	35.85
841.8319225311279	305.05	17.77	35.93
851.2797355651855	305.08	17.7	36.0
861.3796234130859	305.06	17.65	35.93
872.1327781677246	305.03	17.6	35.88
882.1063041687012	304.99	17.56	35.83
891.1254405975342	304.96	17.54	35.79
901.2315273284912	304.96	17.55	35.73
911.2629890441895	305.03	17.6	35.65
922.1324920654297	305.16	17.67	35.56
932.1024417877197	305.37	17.76	35.47
941.077709197998	305.65	17.85	35.38
951.052188873291	305.95	17.96	35.31
961.0235691070557	306.27	18.06	35.26
971.3809490203857	306.59	18.15	35.25
981.2273979187012	306.89	18.24	35.26
990.8857345581055	307.16	18.51	35.25
1000.6284713745117	307.44	18.8	35.27
1010.601282119751	307.76	19.08	35.33
1019.5763111114502	308.12	19.35	35.39
1031.5511226654053	308.54	19.58	35.5
1040.7414436340332	308.98	19.77	35.62
1050.5156517028809	309.42	19.92	35.74
1061.7077350616455	309.83	20.03	35.85
1070.4398155212402	310.17	20.1	35.96
1081.411600112915	310.41	20.15	36.07
1092.116117477417	310.54	20.18	36.18
1101.8171310424805	310.55	20.21	36.3
1110.9817028045654	310.46	20.23	36.42
1120.915174484253	310.31	20.26	36.53
1131.8340301513672	310.12	20.31	36.63
1140.8071517944336	309.92	20.4	36.66
1150.7811546325684	309.73	20.48	36.56
1161.7560386657715	309.57	20.51	36.43
1171.8230247497559	309.47	20.51	36.27
1183.2396984100342	309.38	20.49	36.11
1191.7469501495361	309.28	20.41	35.99
1201.3297080993652	309.16	20.33	35.88
1211.4191055297852	309.03	20.28	35.79
1221.4972972869873	308.91	20.25	35.7
1231.5349578857422	308.81	20.24	35.61
1241.4441108703613	308.75	20.24	35.53
1251.7924308776855	308.73	20.26	35.44
1261.9681358337402	308.75	20.3	35.34
1271.3654041290283	308.8	20.31	35.24
1282.6828956604004	308.92	20.31	35.33
1291.4204597473145	309.05	20.32	35.43
1302.476406097412	309.17	20.34	35.52
1311.8324279785156	309.27	20.38	35.61
1321.8355178833008	309.34	20.44	35.7
1331.7828178405762	309.38	20.51	35.8
1341.756820678711	309.39	20.6	35.89
1350.8224487304688	309.4	20.7	35.97
1361.7000579833984	309.38	20.81	36.03
1371.1810111999512	309.34	20.94	35.99
1383.737325668335	309.31	21.05	35.93
1391.80326461792	309.33	21.16	35.93
1401.1268615722656	309.39	21.15	36.0
1411.1683368682861	309.44	21.11	36.06
1422.147274017334	309.46	21.06	36.13
1433.117151260376	309.45	21.02	36.2
1441.0984516143799	309.41	20.98	36.28
1451.1017799377441	309.34	20.96	36.36
1461.0435962677002	309.25	20.95	36.45
1472.1076488494873	309.16	20.96	36.54
1482.297658920288	308.99	21.01	36.42
1492.0053482055664	308.84	21.06	36.3
1502.0713806152344	308.72	21.1	36.17
1511.6782188415527	308.62	21.12	36.03
1521.3956832885742	308.54	21.1	35.89
1531.4710140228271	308.49	20.99	35.84
1541.7470932006836	308.46	20.88	35.88
1550.3172874450684	308.42	20.8	35.94
1561.2916946411133	308.32	20.72	35.85
1571.2592601776123	308.22	20.68	35.75
1583.2293033599854	308.11	20.67	35.64
1592.20552444458	308.03	20.66	35.52
1602.182388305664	307.96	20.65	35.4
1611.2580299377441	307.91	20.62	35.28
1621.2365627288818	307.88	20.54	35.19
1633.2054138183594	307.9	20.45	35.21
1641.1826610565186	307.94	20.42	35.28
1651.1566638946533	307.98	20.42	35.36
1661.1289978027344	308.01	20.44	35.44
1672.2207069396973	308.03	20.48	35.52
1683.0732822418213	308.03	20.57	35.58
1692.0480728149414	307.99	20.7	35.55
1701.0498046875	307.93	20.76	35.43
1711.989164352417	307.88	20.78	35.32
1722.0122814178467	307.84	20.78	35.2
1730.952501296997	307.82	20.78	35.08
1741.0240173339844	307.82	20.71	35.02
1751.8868446350098	307.87	20.63	35.04
1760.8642578125	307.92	20.59	35.11
1771.8377113342285	307.97	20.56	35.19
1781.954050064087	308.0	20.56	35.28
1791.8331623077393	308.03	20.56	35.38
1801.757574081421	308.06	20.57	35.47
1812.1025562286377	308.07	20.64	35.55
1822.0813274383545	308.09	20.75	35.6
1832.0591449737549	308.12	20.78	35.69
1842.0281410217285	308.13	20.71	35.7
1852.006196975708	308.14	20.85	35.7
1862.025499343872	308.14	20.99	35.7
1872.0791339874268	308.13	21.13	35.68
1880.925178527832	308.11	21.27	35.63
1892.0187950134277	308.08	21.39	35.56
1901.871919631958	308.03	21.44	35.45
1911.8425846099854	307.99	21.48	35.33
1921.8635559082031	307.95	21.48	35.22
1932.830572128296	307.94	21.43	35.14
1941.805124282837	307.94	21.36	35.1
1951.808214187622	307.95	21.28	35.09
1961.7533683776855	307.96	21.2	35.1
1971.895456314087	307.98	21.32	35.12
1982.7492237091064	308.02	21.26	35.19
1991.6722774505615	308.03	21.17	35.18
2001.64794921875	308.07	21.24	35.24
2011.620044708252	308.08	21.35	35.2
2021.1296081542969	308.06	21.45	35.12
2033.095121383667	308.05	21.43	35.01
2041.1553382873535	308.04	21.37	34.93
2052.0477294921875	308.06	21.3	34.87
2062.0172023773193	308.09	21.23	34.82
2072.0643997192383	308.13	21.14	34.79
2081.97021484375	308.17	21.05	34.76
2091.965913772583	308.25	21.14	34.82
2101.9773483276367	308.32	21.2	34.88
2112.5407218933105	308.38	21.25	34.95
2121.0362911224365	308.43	21.29	35.02
2132.0114135742188	308.48	21.32	35.1
2142.019748687744	308.52	21.33	35.18
2151.982307434082	308.52	21.24	35.13
2162.0068550109863	308.5	21.24	35.02
2172.020673751831	308.48	21.27	34.91
2182.8722953796387	308.47	21.3	34.79
2190.849781036377	308.46	21.31	34.68
2201.8821239471436	308.48	21.31	34.56
2212.1407985687256	308.51	21.25	34.47
2221.141815185547	308.61	21.19	34.54
2231.2681674957275	308.71	21.16	34.62
2242.1255111694336	308.8	21.12	34.71
2252.0627975463867	308.89	21.07	34.79
2261.0716819763184	308.97	21.01	34.88
2272.0251083374023	309.05	21.0	34.96
2282.1171283721924	309.13	20.98	35.04
2291.9869422912598	309.21	20.94	35.12
2302.0224571228027	309.27	20.88	35.18
2311.9025230407715	309.31	20.77	35.21
2321.6629028320312	309.29	20.74	35.09
2333.638906478882	309.27	20.74	34.98
2341.609001159668	309.26	20.74	34.85
2351.5844345092773	309.27	20.7	34.74
2361.5565299987793	309.31	20.6	34.66
2371.5295791625977	309.4	20.49	34.68
2382.5016021728516	309.5	20.43	34.75
2391.4742469787598	309.59	20.39	34.82
2437.352418899536	309.66	20.35	34.89
2462.284564971924	309.76	20.11	34.62
2471.306562423706	309.83	20.0	34.38
2481.2381267547607	309.91	19.89	34.33
2491.2095069885254	310.01	19.8	34.36
2501.1799335479736	310.11	19.75	34.41
2511.1522674560547	310.21	19.7	34.47
2521.434783935547	310.26	19.6	34.42
2532.512664794922	310.28	19.57	34.31
2541.4044857025146	310.3	19.59	34.18
2551.6459941864014	310.33	19.64	34.06
2561.274528503418	310.39	19.68	33.94
2571.3679790496826	310.46	19.71	33.83
2582.217216491699	310.57	19.71	33.72
2591.193914413452	310.71	19.64	33.71
2601.2063026428223	310.88	19.66	33.79
2611.3314628601074	311.04	19.68	33.87
2622.110605239868	311.2	19.72	33.95
2632.084846496582	311.35	19.83	34.01
2642.0562267303467	311.47	20.0	34.01
2652.0702838897705	311.56	20.1	33.89
2661.0047817230225	311.66	20.16	33.78
2671.976089477539	311.78	20.2	33.68
2681.9558143615723	311.92	20.23	33.59
2691.957712173462	312.12	20.2	33.56
2701.9853591918945	312.35	20.19	33.62
2711.8701934814453	312.59	20.21	33.71
2721.2581634521484	312.82	20.26	33.79
2732.1338653564453	313.04	20.33	33.88
2740.7937049865723	313.22	20.43	33.96
2752.1309852600098	313.36	20.57	34.02
2760.7452869415283	313.5	20.74	34.06
2771.958827972412	313.6	20.93	34.05
2782.93514251709	313.7	21.08	33.97
2790.9178733825684	313.84	21.21	33.9
2801.884412765503	314.0	21.32	33.81
2811.856746673584	314.26	21.36	33.93
2821.9120502471924	314.51	21.39	34.06
2832.80611038208	314.75	21.42	34.21
2841.794729232788	314.95	21.45	34.36
2851.7508506774902	315.11	21.48	34.53
2861.7265224456787	315.23	21.49	34.7
2871.6957569122314	315.3	21.49	34.86
2882.6708793640137	315.35	21.5	35.01
2891.7453289031982	315.38	21.52	35.16
2901.75461769104	315.39	21.58	35.29
2911.5893840789795	315.37	21.67	35.4
2921.4999675750732	315.32	21.8	35.46
2932.5051307678223	315.18	21.83	35.36
2941.112279891968	315.05	21.81	35.31
2952.113628387451	314.93	21.83	35.32
2961.0586166381836	314.79	21.84	35.32
2972.071409225464	314.63	21.86	35.29
2982.0096492767334	314.45	21.9	35.27
2992.0077323913574	314.23	21.96	35.25
3001.9476413726807	313.98	22.03	35.24
3011.9197368621826	313.68	22.11	35.23
3021.331787109375	313.32	22.12	35.15
3033.3006381988525	312.89	22.21	34.95
3041.2793159484863	312.47	22.33	34.75
3052.340269088745	312.08	22.45	34.55
3062.2236728668213	311.72	22.59	34.36
3072.230815887451	311.4	22.73	34.17
3082.1712017059326	311.1	22.89	34.01
3091.1450386047363	310.83	23.04	33.85
3101.1204719543457	310.58	23.11	33.76
3112.217903137207	310.32	23.14	33.78
3121.3409900665283	310.03	23.16	33.8
3132.215976715088	309.71	23.24	33.74
3141.260862350464	309.38	23.33	33.67
3151.2110233306885	309.04	23.48	33.57
3161.1344814300537	308.69	23.68	33.46
3172.1067428588867	308.35	23.89	33.35
3182.6295852661133	308.01	24.07	33.24
3191.1652088165283	307.67	24.21	33.13
3202.0363807678223	307.34	24.31	33.03
3211.00115776062	307.03	24.41	32.94
3222.0535278320312	306.74	24.53	32.86
3232.0287227630615	306.46	24.71	32.76
3241.0025596618652	306.21	24.98	32.68
3251.567840576172	305.99	25.3	32.69
3261.9810104370117	305.79	25.61	32.74
3270.922899246216	305.57	25.9	32.8
3282.8919887542725	305.33	26.2	32.86
3290.8689975738525	305.08	26.5	32.9
3301.8407821655273	304.8	26.77	32.91
3311.8162155151367	304.53	27.02	32.92
3321.7878341674805	304.25	27.25	32.93
3332.7581882476807	303.97	27.46	32.94
3341.8662548065186	303.67	27.66	32.96
3352.0069122314453	303.35	27.84	32.95
3362.1487617492676	303.02	28.01	32.93
3371.657133102417	302.67	28.16	32.89
3382.6258182525635	302.32	28.29	32.83
3391.697883605957	301.97	28.4	32.76
3401.573896408081	301.62	28.48	32.7
3411.5490913391113	301.3	28.53	32.64
3422.1372604370117	301.0	28.53	32.6
3432.162284851074	300.73	28.47	32.58
3442.2826766967773	300.46	28.34	32.57
3452.059268951416	300.16	28.14	32.53
3461.0354900360107	299.81	27.91	32.45
3471.0376262664795	299.44	27.68	32.34
3482.0921421051025	299.03	27.48	32.21
3490.98801612854	298.63	27.29	32.09
3501.927137374878	298.21	27.14	31.93
3511.896848678589	297.83	27.02	31.78
3521.193742752075	297.48	26.92	31.63
3532.167911529541	297.18	26.83	31.49
3542.1414375305176	296.92	26.75	31.35
3552.109956741333	296.71	26.65	31.22
3562.0832443237305	296.55	26.53	31.13
3572.064161300659	296.43	26.39	31.11
3582.0512771606445	296.32	26.29	31.13
3592.0040607452393	296.2	26.2	31.17
3601.9773483276367	296.05	26.14	31.22
3611.9494438171387	295.86	26.1	31.27
3621.1957931518555	295.64	26.07	31.33
3634.160280227661	295.38	26.04	31.39
3641.146183013916	295.12	26.0	31.44
3651.430606842041	294.82	25.96	31.47
3661.1807346343994	294.48	25.96	31.4
3670.063018798828	294.17	25.95	31.35
3682.074785232544	293.84	26.06	31.27
3692.033529281616	293.53	26.18	31.2
3701.979398727417	293.24	26.3	31.14
3711.9860649108887	292.95	26.42	31.1
3722.06711769104	292.67	26.56	31.06
3732.069253921509	292.39	26.71	31.04
