Timestamp (ms)	Yaw (degree)	Pitch (degree)	Roll (degree)
3.715991973876953	88.36	15.05	43.47
13.690471649169922	88.32	15.12	43.39
24.66130256652832	88.3	15.23	43.33
33.64133834838867	88.27	15.33	43.27
44.96264457702637	88.29	15.34	43.37
54.58188056945801	88.3	15.34	43.46
64.5606517791748	88.3	15.35	43.56
74.71513748168945	88.29	15.38	43.65
84.50198173522949	88.26	15.47	43.7
94.68936920166016	88.21	15.57	43.7
105.44681549072266	88.16	15.68	43.69
114.42112922668457	88.14	15.68	43.78
124.39537048339844	88.12	15.61	43.85
134.3677043914795	88.09	15.54	43.92
144.6361541748047	88.05	15.47	43.99
154.51836585998535	88.0	15.39	44.05
164.53909873962402	87.92	15.29	44.1
174.4697093963623	87.84	15.18	44.11
183.53271484375	87.73	15.08	44.06
194.41628456115723	87.64	15.05	43.94
204.3895721435547	87.55	15.07	43.82
213.47951889038086	87.46	15.09	43.7
224.3361473083496	87.38	14.99	43.65
234.3461513519287	87.3	14.92	43.58
244.28248405456543	87.21	14.86	43.51
254.2567253112793	87.14	14.83	43.43
265.4116153717041	87.07	14.79	43.35
275.20036697387695	87.02	14.75	43.27
285.25781631469727	86.98	14.71	43.18
295.23253440856934	86.95	14.67	43.11
305.12142181396484	86.91	14.63	43.03
315.0937557220459	86.88	14.58	42.95
324.8445987701416	86.85	14.54	42.88
334.9132537841797	86.82	14.52	42.78
344.68722343444824	86.8	14.6	42.7
354.2132377624512	86.82	14.71	42.72
364.18676376342773	86.85	14.79	42.78
375.26631355285645	86.88	14.84	42.85
384.5100402832031	86.9	14.84	42.94
394.1066265106201	86.91	14.85	43.04
405.0781726837158	86.91	14.85	43.14
414.05272483825684	86.92	14.82	43.24
424.03173446655273	86.93	14.74	43.32
434.99755859375	86.94	14.81	43.39
444.97084617614746	86.96	14.85	43.47
454.944372177124	86.98	14.86	43.55
464.9181365966797	86.99	14.81	43.63
474.89023208618164	86.97	14.7	43.65
484.8639965057373	86.91	14.66	43.57
494.83633041381836	86.86	14.65	43.47
504.81128692626953	86.81	14.66	43.37
514.7857666015625	86.77	14.68	43.27
524.7783660888672	86.74	14.7	43.16
534.731388092041	86.71	14.74	43.06
544.7061061859131	86.68	14.85	43.02
554.6779632568359	86.69	14.85	43.11
564.6514892578125	86.64	14.85	43.03
574.6283531188965	86.6	14.83	42.94
584.69557762146	86.57	14.81	42.85
595.5691337585449	86.54	14.76	42.78
604.5432090759277	86.55	14.69	42.85
614.6087646484375	86.57	14.66	42.94
624.4907379150391	86.58	14.62	43.03
634.4640254974365	86.59	14.59	43.12
644.4368362426758	86.6	14.54	43.21
654.4106006622314	86.57	14.44	43.19
664.3826961517334	86.53	14.43	43.09
674.35622215271	86.49	14.48	43.0
684.3290328979492	86.46	14.54	42.91
694.3035125732422	86.43	14.51	42.83
704.2779922485352	86.43	14.42	42.88
713.2518291473389	86.44	14.51	42.92
724.2224216461182	86.46	14.45	43.01
734.1969013214111	86.46	14.35	43.02
743.178129196167	86.46	14.24	43.01
754.1429996490479	86.48	14.33	43.07
764.115571975708	86.5	14.41	43.15
774.0895748138428	86.51	14.51	43.2
784.0626239776611	86.5	14.62	43.18
794.0354347229004	86.48	14.63	43.1
804.0103912353516	86.45	14.62	43.02
813.9829635620117	86.43	14.61	42.94
823.9567279815674	86.41	14.69	42.87
833.9290618896484	86.43	14.76	42.95
843.9030647277832	86.46	14.77	43.04
853.8811206817627	86.48	14.77	43.14
863.8489246368408	86.5	14.75	43.23
873.8243579864502	86.52	14.71	43.32
883.8174343109131	86.52	14.63	43.39
892.7719593048096	86.51	14.53	43.39
903.742790222168	86.48	14.46	43.34
915.8239364624023	86.46	14.56	43.28
924.7984886169434	86.45	14.67	43.26
934.659481048584	86.47	14.71	43.36
944.6334838867188	86.48	14.64	43.43
954.6060562133789	86.46	14.55	43.41
964.1683101654053	86.43	14.51	43.34
974.1368293762207	86.4	14.53	43.26
984.1101169586182	86.36	14.54	43.17
994.0495491027832	86.34	14.54	43.09
1005.0225257873535	86.32	14.48	43.03
1013.9961242675781	86.34	14.45	43.12
1023.9701271057129	86.37	14.43	43.21
1033.9431762695312	86.39	14.49	43.3
1043.9159870147705	86.4	14.57	43.37
1053.7924766540527	86.4	14.69	43.4
1065.1116371154785	86.4	14.81	43.39
1074.2316246032715	86.4	14.92	43.39
1084.7487449645996	86.37	14.88	43.31
1093.7650203704834	86.39	14.93	43.4
1104.6955585479736	86.41	14.91	43.5
1113.6698722839355	86.43	14.84	43.58
1124.6421337127686	86.44	14.78	43.66
1134.6137523651123	86.45	14.71	43.74
1144.587755203247	86.44	14.62	43.76
1155.1265716552734	86.42	14.53	43.73
1165.3320789337158	86.39	14.47	43.66
1175.3034591674805	86.36	14.45	43.57
1185.276985168457	86.33	14.47	43.48
1195.3177452087402	86.3	14.51	43.38
1204.293966293335	86.28	14.56	43.3
1214.2670154571533	86.26	14.63	43.22
1224.2400646209717	86.27	14.74	43.17
1234.2157363891602	86.3	14.84	43.21
1243.1888580322266	86.34	14.85	43.31
1254.1601657867432	86.38	14.81	43.41
1264.7171020507812	86.36	14.77	43.34
1272.697925567627	86.35	14.74	43.27
1284.6643924713135	86.35	14.7	43.22
1294.1036224365234	86.39	14.69	43.15
1304.40354347229	86.45	14.71	43.07
1314.6495819091797	86.55	14.77	42.98
1324.6030807495117	86.68	14.85	42.89
1335.3350162506104	86.82	14.97	42.82
1345.0064659118652	87.02	15.02	42.93
1354.9606800079346	87.2	15.06	43.06
1365.1759624481201	87.36	15.11	43.2
1375.1509189605713	87.5	15.18	43.33
1385.1244449615479	87.62	15.25	43.47
1395.09916305542	87.72	15.34	43.59
1406.0676097869873	87.8	15.42	43.7
1414.412260055542	87.84	15.48	43.79
1423.020362854004	87.87	15.52	43.89
1433.990716934204	87.84	15.52	43.96
1443.965196609497	87.76	15.52	44.03
1455.2562236785889	87.63	15.47	44.1
1464.45631980896	87.48	15.39	44.17
1474.428653717041	87.3	15.25	44.13
1484.4012260437012	87.11	15.17	44.02
1494.6119785308838	86.96	15.11	43.88
1504.3480396270752	86.83	15.06	43.75
1514.3239498138428	86.72	15.0	43.63
1524.4858264923096	86.61	14.93	43.52
1535.1433753967285	86.51	14.86	43.43
1544.2428588867188	86.42	14.79	43.35
1555.2730560302734	86.35	14.74	43.28
1564.7709369659424	86.3	14.7	43.2
1574.8660564422607	86.27	14.68	43.13
1584.716558456421	86.25	14.66	43.05
1594.6922302246094	86.26	14.65	42.97
1604.8462390899658	86.27	14.63	42.91
1614.6421432495117	86.32	14.55	42.99
1623.6152648925781	86.36	14.46	43.03
1634.6793174743652	86.39	14.54	43.11
1644.5558071136475	86.43	14.62	43.18
1656.527042388916	86.47	14.69	43.27
1664.5026206970215	86.51	14.73	43.36
1675.4791736602783	86.55	14.75	43.45
1685.4496002197266	86.58	14.77	43.54
1694.4246292114258	86.59	14.79	43.63
1706.3920497894287	86.59	14.8	43.72
1714.369297027588	86.58	14.81	43.82
1724.34401512146	86.52	14.77	43.74
1735.3143692016602	86.47	14.74	43.65
1744.2893981933594	86.42	14.71	43.57
1755.2611827850342	86.39	14.69	43.48
1765.2387619018555	86.35	14.72	43.39
1774.306058883667	86.36	14.73	43.48
1785.1803302764893	86.37	14.69	43.57
1795.1536178588867	86.36	14.6	43.62
1806.1304092407227	86.33	14.71	43.59
1815.1347637176514	86.29	14.8	43.53
1825.0737190246582	86.25	14.88	43.46
1835.0474834442139	86.2	14.92	43.37
1845.0210094451904	86.17	14.93	43.27
1854.9950122833252	86.16	14.87	43.2
1865.5662536621094	86.19	14.84	43.28
1874.5381832122803	86.22	14.8	43.36
1884.5112323760986	86.24	14.76	43.43
1894.5682048797607	86.25	14.7	43.5
1905.456781387329	86.26	14.64	43.57
1915.5504703521729	86.27	14.58	43.63
1924.4072437286377	86.26	14.49	43.61
1935.3785514831543	86.28	14.55	43.69
1945.3773498535156	86.29	14.6	43.76
1955.4271697998047	86.3	14.71	43.8
1964.8799896240234	86.3	14.82	43.85
1973.970890045166	86.3	14.92	43.9
1984.8277568817139	86.28	15.05	43.9
1994.8019981384277	86.24	15.17	43.85
2005.77712059021	86.18	15.24	43.76
2014.7464275360107	86.12	15.29	43.66
2024.7242450714111	86.05	15.33	43.56
2034.5377922058105	85.99	15.37	43.46
2044.7497367858887	85.93	15.38	43.35
2055.1021099090576	85.89	15.36	43.26
2064.849615097046	85.85	15.31	43.17
2074.859142303467	85.81	15.3	43.07
2084.7959518432617	85.81	15.37	43.12
2094.773054122925	85.8	15.26	43.14
2104.7449111938477	85.78	15.15	43.15
2114.750862121582	85.74	15.08	43.1
2123.7916946411133	85.69	15.13	43.01
2134.9823474884033	85.68	15.05	43.03
2144.6402072906494	85.7	15.03	43.12
2154.609203338623	85.71	15.0	43.2
2164.177656173706	85.72	15.03	43.29
2174.1485595703125	85.71	15.1	43.37
2185.1212978363037	85.66	15.07	43.3
2195.0948238372803	85.62	15.05	43.22
2205.0681114196777	85.57	15.07	43.14
2215.0661945343018	85.54	15.13	43.05
2225.01277923584	85.51	15.2	42.96
2234.987497329712	85.49	15.26	42.87
2244.9874877929688	85.52	15.27	42.96
2255.3114891052246	85.55	15.3	43.05
2264.9941444396973	85.57	15.34	43.14
2274.968385696411	85.59	15.35	43.24
2284.9411964416504	85.59	15.27	43.29
2295.030355453491	85.56	15.37	43.23
2303.89404296875	85.56	15.48	43.26
2314.8605823516846	85.57	15.59	43.31
2324.86629486084	85.57	15.71	43.35
2334.807872772217	85.57	15.79	43.41
2344.780683517456	85.57	15.7	43.47
2355.75270652771	85.54	15.61	43.46
2364.933729171753	85.5	15.56	43.39
2374.905824661255	85.45	15.57	43.31
2384.8788738250732	85.4	15.57	43.22
2394.8514461517334	85.36	15.54	43.16
2404.82497215271	85.37	15.56	43.25
2414.8049354553223	85.37	15.58	43.35
2424.771308898926	85.37	15.61	43.43
2434.7450733184814	85.36	15.65	43.5
2444.7178840637207	85.3	15.75	43.47
2455.690383911133	85.22	15.75	43.38
2464.779853820801	85.14	15.75	43.3
2474.7536182403564	85.08	15.75	43.22
2484.7309589385986	85.04	15.76	43.13
2494.706392288208	85.0	15.79	43.03
2504.685640335083	84.95	15.81	42.93
2514.6515369415283	84.94	15.72	42.99
2524.6198177337646	84.92	15.63	43.06
2535.627841949463	84.91	15.54	43.12
2544.682741165161	84.89	15.47	43.19
2554.994583129883	84.89	15.55	43.23
2564.647912979126	84.89	15.6	43.28
2574.6243000030518	84.89	15.59	43.34
2585.0679874420166	84.89	15.54	43.4
2594.5682525634766	84.86	15.45	43.42
2605.583906173706	84.79	15.47	43.31
2614.5195960998535	84.73	15.51	43.21
2625.014305114746	84.68	15.54	43.11
2634.8538398742676	84.63	15.56	43.01
2644.434928894043	84.6	15.59	42.91
2655.406951904297	84.56	15.63	42.81
2664.4952297210693	84.54	15.63	42.71
2674.355983734131	84.52	15.58	42.64
2684.328556060791	84.5	15.54	42.56
2695.3017711639404	84.47	15.51	42.48
2705.2738666534424	84.44	15.51	42.39
2714.247941970825	84.42	15.51	42.29
2725.2235412597656	84.4	15.5	42.19
2734.497308731079	84.44	15.47	42.28
2744.1678047180176	84.47	15.51	42.36
2755.1443576812744	84.5	15.59	42.43
2765.021800994873	84.53	15.66	42.5
2773.998022079468	84.55	15.71	42.58
2784.9690914154053	84.58	15.74	42.67
2794.938564300537	84.6	15.74	42.76
