Timestamp (ms)	Yaw (degree)	Pitch (degree)	Roll (degree)
7.892370223999023	5.8	1.32	-17.77
17.954587936401367	5.79	1.35	-17.67
26.843547821044922	5.78	1.39	-17.56
37.874698638916016	5.76	1.5	-17.56
48.10142517089844	5.75	1.6	-17.59
57.87062644958496	5.74	1.71	-17.64
67.77071952819824	5.73	1.6	-17.6
77.51798629760742	5.73	1.5	-17.6
87.60190010070801	5.71	1.4	-17.65
98.4642505645752	5.7	1.3	-17.7
107.57160186767578	5.68	1.37	-17.62
117.48433113098145	5.67	1.48	-17.64
128.38149070739746	5.65	1.58	-17.62
138.35978507995605	5.65	1.58	-17.52
147.33028411865234	5.64	1.52	-17.44
157.38749504089355	5.64	1.42	-17.42
168.27917098999023	5.63	1.45	-17.53
177.25062370300293	5.62	1.5	-17.63
188.22073936462402	5.61	1.55	-17.72
198.1954574584961	5.6	1.66	-17.75
206.17294311523438	5.59	1.77	-17.77
217.14282035827637	5.59	1.67	-17.75
228.13725471496582	5.59	1.56	-17.79
238.08813095092773	5.58	1.45	-17.8
247.14231491088867	5.57	1.56	-17.82
257.1272850036621	5.55	1.66	-17.85
268.0096626281738	5.54	1.77	-17.87
277.9812812805176	5.52	1.75	-17.98
287.95504570007324	5.51	1.79	-17.89
298.0492115020752	5.51	1.7	-17.85
307.97433853149414	5.49	1.59	-17.87
318.1760311126709	5.48	1.5	-17.94
327.8486728668213	5.46	1.61	-17.97
338.2227420806885	5.45	1.6	-18.08
347.7978706359863	5.44	1.56	-17.99
356.91285133361816	5.43	1.56	-17.89
367.86508560180664	5.41	1.59	-18.0
377.7141571044922	5.4	1.48	-18.01
387.72058486938477	5.38	1.56	-17.95
397.6616859436035	5.37	1.57	-18.06
407.6383113861084	5.36	1.47	-18.12
417.61112213134766	5.35	1.37	-18.09
427.581787109375	5.34	1.44	-18.17
437.9143714904785	5.33	1.54	-18.15
448.1325149536133	5.32	1.63	-18.09
457.7364921569824	5.3	1.53	-18.04
468.43647956848145	5.29	1.61	-17.98
477.3671627044678	5.28	1.6	-18.08
487.33973503112793	5.27	1.65	-17.99
497.3783493041992	5.25	1.57	-18.07
507.28535652160645	5.24	1.47	-18.12
517.2603130340576	5.22	1.54	-18.21
528.2323360443115	5.21	1.53	-18.31
537.2066497802734	5.19	1.46	-18.22
548.1789112091064	5.18	1.47	-18.11
556.466817855835	5.16	1.46	-18.22
567.9526329040527	5.15	1.46	-18.11
577.9538154602051	5.15	1.45	-18.0
588.1705284118652	5.14	1.43	-17.9
598.2873439788818	5.13	1.44	-18.0
608.1101894378662	5.12	1.47	-18.1
617.9897785186768	5.12	1.5	-18.2
627.7756690979004	5.11	1.42	-18.27
637.9232406616211	5.11	1.42	-18.16
647.7205753326416	5.11	1.53	-18.18
657.6955318450928	5.11	1.64	-18.15
667.78564453125	5.11	1.75	-18.14
677.6416301727295	5.12	1.64	-18.14
687.615156173706	5.12	1.6	-18.23
697.5898742675781	5.12	1.6	-18.34
706.5668106079102	5.12	1.56	-18.24
717.6616191864014	5.12	1.5	-18.15
727.6346683502197	5.11	1.46	-18.05
736.4842891693115	5.11	1.41	-17.96
748.5544681549072	5.1	1.48	-17.88
757.4284076690674	5.09	1.55	-17.8
768.3990001678467	5.08	1.64	-17.73
777.3792743682861	5.07	1.74	-17.67
787.407636642456	5.07	1.73	-17.56
798.3343601226807	5.06	1.63	-17.51
807.2943687438965	5.06	1.53	-17.49
818.270206451416	5.05	1.44	-17.52
828.2403945922852	5.04	1.37	-17.6
838.2124900817871	5.03	1.36	-17.7
848.1884002685547	5.02	1.38	-17.8
858.1595420837402	5.02	1.44	-17.89
868.133544921875	5.01	1.54	-17.95
877.1944046020508	5.02	1.55	-17.84
886.2688541412354	5.02	1.58	-17.74
898.0538845062256	5.03	1.56	-17.63
908.0259799957275	5.03	1.67	-17.64
917.1111583709717	5.04	1.72	-17.75
927.973747253418	5.03	1.72	-17.86
937.9487037658691	5.01	1.81	-17.92
947.9620456695557	5.01	1.91	-17.86
957.1819305419922	5.01	1.81	-17.81
967.8661823272705	5.01	1.71	-17.83
977.8406620025635	5.01	1.63	-17.76
987.8172874450684	5.0	1.52	-17.73
997.7884292602539	4.98	1.62	-17.68
1007.9829692840576	4.97	1.73	-17.68
1017.733097076416	4.96	1.82	-17.75
1027.709722518921	4.95	1.78	-17.85
1037.7802848815918	4.95	1.68	-17.81
1047.6548671722412	4.94	1.57	-17.82
1057.6722621917725	4.93	1.47	-17.87
1066.282033920288	4.92	1.58	-17.88
1077.8617858886719	4.92	1.69	-17.91
1086.838722229004	4.91	1.79	-17.94
1098.9933013916016	4.9	1.72	-18.02
1107.2216033935547	4.89	1.69	-17.93
1117.3362731933594	4.88	1.71	-18.04
1128.1683444976807	4.87	1.75	-18.13
1138.1449699401855	4.87	1.64	-18.15
1149.111032485962	4.86	1.65	-18.05
1158.0874919891357	4.85	1.73	-17.97
1168.0598258972168	4.85	1.79	-17.89
1178.173542022705	4.84	1.74	-17.99
1187.0083808898926	4.82	1.72	-18.09
1196.9830989837646	4.81	1.64	-18.16
1206.9551944732666	4.79	1.67	-18.06
1216.9280052185059	4.78	1.74	-17.98
1226.9070148468018	4.77	1.66	-18.05
1236.875057220459	4.76	1.56	-18.05
1247.8468418121338	4.74	1.64	-18.12
1256.8213939666748	4.73	1.6	-18.03
1265.7976150512695	4.72	1.64	-18.12
1276.7689228057861	4.72	1.54	-18.09
1286.7417335510254	4.71	1.43	-18.11
1297.713041305542	4.7	1.54	-18.1
1306.7169189453125	4.69	1.64	-18.04
1317.6591396331787	4.69	1.62	-17.93
1327.6832103729248	4.69	1.68	-17.84
1337.9204273223877	4.68	1.58	-17.88
1347.5821018218994	4.68	1.68	-17.82
1358.041763305664	4.67	1.69	-17.92
1367.530107498169	4.66	1.77	-17.99
1377.502679824829	4.66	1.84	-18.07
1387.5839710235596	4.65	1.85	-18.17
1397.4483013153076	4.65	1.78	-18.1
1407.4194431304932	4.64	1.67	-18.08
1417.3939228057861	4.64	1.77	-18.13
1428.36594581604	4.63	1.88	-18.11
1437.9048347473145	4.63	1.77	-18.09
